NCT Id,Brief Title,Official Title,Overall Status,Conditions,Interventions,Study First Post Date,Last Update Post Date,Phases,Study Type,sex,minimumAge,maximumAge
NCT02100514,Randomized Clinical Trial of Bococizumab (PF-04950615; RN316) in Subjects With Primary Hyperlipidemia or Mixed Dyslipidemia At Risk Of Cardiovascular Events,"A 52 Week Phase 3 Double-blind, Randomized, Placebo-controlled, Parallel-group Study To Assess The Efficacy, Safety And Tolerability Of Pf-04950615 In Subjects With Primary Hyperlipidemia Or Mixed Dyslipidemia At Risk Of Cardiovascular Events",COMPLETED,Hyperlipidemia,Drug: Bococizumab (PF-04950615; RN316)|Other: Placebo,2014-04-01,2018-07-31,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT05035212,"Study to Evaluate the Efficacy, Immunogenicity, and Safety of RSVpreF in Adults.","A PHASE 3 STUDY TO EVALUATE THE EFFICACY, IMMUNOGENICITY, AND SAFETY OF RESPIRATORY SYNCYTIAL VIRUS (RSV) PREFUSION F SUBUNIT VACCINE IN ADULTS",RECRUITING,Lower Respiratory Tract Illness,Biological: RSVpreF|Biological: Placebo|Biological: RSVpreF|Biological: Placebo|Biological: RSVpreF|Biological: Placebo|Biological: RSVpreF|Biological: RSVpreF|Biological: Placebo,2021-09-05,2024-09-19,PHASE3,INTERVENTIONAL,ALL,60 Years,
NCT03766295,Masitinib Plus Gemcitabine in Pancreatic Cancer,"A Prospective, Multicenter, Double-randomized, Double-blind, 2-parallel Groups, Phase 3 Study to Compare as First Line Therapy Efficacy and Safety of Masitinib in Combination With Gemcitabine, to Gemcitabine in Combination With Placebo, in the Treatment of Patients With Non Resectable Locally Advanced or Metastatic Pancreatic Cancer",COMPLETED,Locally Advanced or Metastatic Pancreatic Cancer,Drug: Masitinib|Drug: Gemcitabine,2018-12-06,2020-12-08,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT03291769,Effects of Intraoperative Blood and Blood Product Consumption on Postoperative Results in Pediatric Cardiac Surgery,Effects of Intraoperative Blood Transfusion on Postoperative Results in Pediatric Cardiac Surgery,COMPLETED,"Blood Loss, Surgical|Pediatric Heart Surgery",,2017-09-25,2019-10-17,,OBSERVATIONAL,ALL,1 Day,16 Years
NCT04684368,A Study of a New Way to Treat Children and Young Adults With a Brain Tumor Called NGGCT,A Phase 2 Trial of Chemotherapy Followed by Response-Based Whole Ventricular &Amp; Spinal Canal Irradiation (WVSCI) for Patients With Localized Non-Germinomatous Central Nervous System Germ Cell Tumor,RECRUITING,Central Nervous System Nongerminomatous Germ Cell Tumor|Choriocarcinoma|Embryonal Carcinoma|Immature Teratoma|Malignant Teratoma|Mixed Germ Cell Tumor|Pineal Region Germ Cell Tumor|Pineal Region Immature Teratoma|Pineal Region Yolk Sac Tumor|Suprasellar Germ Cell Tumor,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2020-12-24,2024-09-23,PHASE2,INTERVENTIONAL,ALL,3 Years,29 Years
NCT02713646,Magnetic Resonance Imaging Study on Patients With Trigeminal Neuralgia,"Applied Research on Patients With Trigeminal Neuralgia by Multi-planar Reconstruction, Curved Planar Reconstruction and Magnetic Resonance Virtual Endoscopy",COMPLETED,Trigeminal Neuralgia,|,2016-03-21,2023-02-16,,OBSERVATIONAL,ALL,35 Years,70 Years
NCT01167712,"Paclitaxel and Carboplatin With or Without Bevacizumab in Treating Patients With Stage II, Stage III, or Stage IV Ovarian Epithelial Cancer, Primary Peritoneal Cancer, or Fallopian Tube Cancer","GOG-0262: A Phase III Trial of Every-3-Weeks Paclitaxel Versus Dose Dense Weekly Paclitaxel in Combination With Carboplatin With or Without Concurrent and Consolidation Bevacizumab (NSC #704865) in the Treatment of Primary Stage II, III or IV Epithelial Ovarian, Peritoneal or Fallopian Tube Cancer and ACRIN 6695: Perfusion CT Imaging to Evaluate Treatment Response in Patients Participating in GOG-0262",ACTIVE_NOT_RECRUITING,Fallopian Tube Endometrioid Adenocarcinoma|Fallopian Tube Mucinous Adenocarcinoma|Fallopian Tube Transitional Cell Carcinoma|Ovarian Brenner Tumor|Ovarian Clear Cell Adenocarcinofibroma|Ovarian Endometrioid Adenocarcinoma|Ovarian Mucinous Adenocarcinoma|Ovarian Seromucinous Carcinoma|Ovarian Serous Adenocarcinoma|Ovarian Transitional Cell Carcinoma|Ovarian Undifferentiated Carcinoma|Primary Peritoneal Serous Adenocarcinoma|Stage IIA Fallopian Tube Cancer AJCC v6 and v7|Stage IIA Ovarian Cancer AJCC V6 and v7|Stage IIB Fallopian Tube Cancer AJCC v6 and v7|Stage IIB Ovarian Cancer AJCC v6 and v7|Stage IIC Fallopian Tube Cancer AJCC v6 and v7|Stage IIC Ovarian Cancer AJCC v6 and v7|Stage IIIA Fallopian Tube Cancer AJCC v7|Stage IIIA Ovarian Cancer AJCC v6 and v7|Stage IIIA Primary Peritoneal Cancer AJCC v7|Stage IIIB Fallopian Tube Cancer AJCC v7|Stage IIIB Ovarian Cancer AJCC v6 and v7|Stage IIIB Primary Peritoneal Cancer AJCC v7|Stage IIIC Fallopian Tube Cancer AJCC v7|Stage IIIC Ovarian Cancer AJCC v6 and v7|Stage IIIC Primary Peritoneal Cancer AJCC v7|Stage IV Fallopian Tube Cancer AJCC v6 and v7|Stage IV Ovarian Cancer AJCC v6 and v7|Stage IV Primary Peritoneal Cancer AJCC v7,Biological: Bevacizumab|Biological: Bevacizumab,2010-07-22,2024-08-16,PHASE3,INTERVENTIONAL,FEMALE,18 Years,
NCT02601469,Study to Assess the Potential for Adrenal Suppression Following Treatment With DSXS in Patients With Plaque Psoriasis,"An Open Label, Safety Study to Assess the Potential for Adrenal Suppression Following Maximal Use Treatment With DSXS (Taro Pharmaceuticals U.S.A., Inc.) in Patients With Plaque Psoriasis.",COMPLETED,Plaque Psoriasis,Drug: DSXS,2015-11-10,2018-12-07,PHASE2,INTERVENTIONAL,ALL,2 Years,
NCT05334069,Collecting Blood Samples From Patients With and Without Cancer to Evaluate Tests for Early Cancer Detection,Blinded Reference Set for Multicancer Early Detection Blood Tests,RECRUITING,Acute Lymphoblastic Leukemia|Acute Myeloid Leukemia|Ann Arbor Stage I Lymphoma|Ann Arbor Stage II Lymphoma|Ann Arbor Stage III Lymphoma|Ann Arbor Stage IV Lymphoma|Chronic Lymphocytic Leukemia|Chronic Myeloid Leukemia|Gastroesophageal Junction Adenocarcinoma|Head and Neck Carcinoma|Hematopoietic and Lymphoid Cell Neoplasm|Invasive Breast Carcinoma|Kidney Carcinoma|Malignant Hepatobiliary Neoplasm|Malignant Solid Neoplasm|Melanoma|Muscle-Invasive Bladder Carcinoma|RISS Stage I Plasma Cell Myeloma|RISS Stage II Plasma Cell Myeloma|RISS Stage III Plasma Cell Myeloma|Sarcoma|Stage I Bladder Cancer AJCC v6 and v7|Stage I Breast Cancer AJCC v7|Stage I Colorectal Cancer AJCC v6 and v7|Stage I Esophageal Cancer AJCC V7|Stage I Gastric Cancer AJCC V7|Stage I Lung Cancer AJCC v7|Stage I Ovarian Cancer AJCC v6 and v7|Stage I Pancreatic Cancer AJCC v6 and v7|Stage I Prostate Cancer AJCC v7|Stage I Uterine Corpus Cancer AJCC v7|Stage II Bladder Cancer AJCC v6 and v7|Stage II Breast Cancer AJCC v6 and v7|Stage II Colorectal Cancer AJCC v7|Stage II Esophageal Cancer AJCC v7|Stage II Gastric Cancer AJCC v7|Stage II Lung Cancer AJCC v7|Stage II Ovarian Cancer AJCC v6 and v7|Stage II Pancreatic Cancer AJCC v6 and v7|Stage II Prostate Cancer AJCC v7|Stage II Uterine Corpus Cancer AJCC v7|Stage III Bladder Cancer AJCC v6 and v7|Stage III Breast Cancer AJCC v7|Stage III Colorectal Cancer AJCC v7|Stage III Esophageal Cancer AJCC v7|Stage III Gastric Cancer AJCC v7|Stage III Lung Cancer AJCC v7|Stage III Ovarian Cancer AJCC v6 and v7|Stage III Pancreatic Cancer AJCC v6 and v7|Stage III Prostate Cancer AJCC v7|Stage III Uterine Corpus Cancer AJCC v7|Stage IV Bladder Cancer AJCC v7|Stage IV Breast Cancer AJCC v6 and v7|Stage IV Colorectal Cancer AJCC v7|Stage IV Esophageal Cancer AJCC v7|Stage IV Gastric Cancer AJCC v7|Stage IV Lung Cancer AJCC v7|Stage IV Ovarian Cancer AJCC v6 and v7|Stage IV Pancreatic Cancer AJCC v6 and v7|Stage IV Prostate Cancer AJCC v7|Stage IV Uterine Corpus Cancer AJCC v7|Thyroid Gland Carcinoma,Other: Questionnaire Administration,2022-04-19,2024-08-02,,OBSERVATIONAL,ALL,40 Years,75 Years
NCT02340169,"Adrenal Suppression and Pharmacokinetics of Topicort® Spray, 0.25% in Pediatric Patients With Plaque Psoriasis","An Open Label, Safety Study to Assess the Potential for Adrenal Suppression and Pharmacokinetics Following Maximal Use Treatment With Topicort® (Desoximetasone) Topical Spray, 0.25% in Pediatric Patients With Plaque Psoriasis.",COMPLETED,Plaque Psoriasis,"Drug: Topicort® (desoximetasone) Topical Spray, 0.25%",2015-01-16,2023-03-28,PHASE4,INTERVENTIONAL,ALL,2 Years,17 Years
NCT02735655,Global State of Digestive Endoscopy Training Survey,The Global Status and the Unmet Needs for Training in Endoscopy; a World Endoscopy Organization Web Based Survey,UNKNOWN,Gastrointestinal Endoscopy Training,,2016-04-13,2016-05-02,,OBSERVATIONAL,ALL,18 Years,100 Years
NCT02961114,Use of Autologous Adipose-Derived Stem/Stromal Cells (AD-cSVF) in Symptomatic Benign Prostate Hypertrophy,Use of Autologous Adipose-Derived Stem/Stromal Cells In Symptomatic Benign Prostate Hypertrophy,WITHDRAWN,BPH|Nocturia|BPH With Urinary Obstruction|Prostatism|Prostate Inflammation,Procedure: Microcannula Harvest Adipose|Device: Centricyte 1000|Biological: IV Sterile Normal Saline,2016-11-10,2021-01-12,PHASE1|PHASE2,INTERVENTIONAL,MALE,30 Years,80 Years
NCT04242095,Collection of Research Data and Samples From Patients Who Experience Immunotherapy Side Effects,Establishment of a National Biorepository to Advance Studies of Immune-Related Adverse Events,RECRUITING,Malignancy,Procedure: Biospecimen Collection,2020-01-27,2024-08-02,,OBSERVATIONAL,ALL,,
NCT03737981,"Testing The Addition of a New Anti-cancer Drug, Venetoclax, to the Usual Treatment (Ibrutinib and Obinutuzumab) in Untreated, Older Patients With Chronic Lymphocytic Leukemia",A Randomized Phase III Study of Ibrutinib Plus Obinutuzumab Versus Ibrutinib Plus Venetoclax and Obinutuzumab in Untreated Older Patients (&gt;/= 65 Years of Age) With Chronic Lymphocytic Leukemia (CLL),ACTIVE_NOT_RECRUITING,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,Drug: Ibrutinib|Drug: Ibrutinib,2018-11-13,2024-09-26,PHASE3,INTERVENTIONAL,ALL,65 Years,
NCT03739814,"Inotuzumab Ozogamicin and Blinatumomab in Treating Patients With Newly Diagnosed, Recurrent, or Refractory CD22-Positive B-Lineage Acute Lymphoblastic Leukemia",A Phase II Study of Inotuzumab Ozogamicin Followed by Blinatumomab for Ph-Negative CD22-Positive B-Lineage Acute Lymphoblastic Leukemia in Newly Diagnosed Older Adults or Adults With Relapsed or Refractory Disease,RECRUITING,"B Acute Lymphoblastic Leukemia, Philadelphia Chromosome Negative|Recurrent B Acute Lymphoblastic Leukemia|Refractory B Acute Lymphoblastic Leukemia",Biological: Blinatumomab|Biological: Blinatumomab,2018-11-14,2024-09-26,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT01948050,Pilot Study of Transcranial Stimulation (tDCS)to Relieve Neuropathic Pain in Cancer Patients,Pilot Study on Safety and Efficacy of the Non-invasive Transcranial Stimulation (tDCS) to Relieve Neuropathic Pain in Cancer Patients,COMPLETED,Pain,Device: non-invasive transcranial direct current stimulation (tDCS)|Device: non-invasive transcranial direct current stimulation (tDCS),2013-09-23,2014-07-14,NA,INTERVENTIONAL,ALL,21 Years,
NCT04175912,Testing the Combination of Pevonedistat With Chemotherapy for Bile Duct Cancer of the Liver,A Phase 2 Study of Pevonedistat in Combination With Carboplatin and Paclitaxel in Advanced Intrahepatic Cholangiocarcinoma,ACTIVE_NOT_RECRUITING,Metastatic Cholangiocarcinoma|Metastatic Hepatocellular Carcinoma|Stage III Hepatocellular Carcinoma AJCC v8|Stage III Intrahepatic Cholangiocarcinoma AJCC v8|Stage IIIA Hepatocellular Carcinoma AJCC v8|Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8|Stage IIIB Hepatocellular Carcinoma AJCC v8|Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8|Stage IV Hepatocellular Carcinoma AJCC v8|Stage IV Intrahepatic Cholangiocarcinoma AJCC v8|Stage IVA Hepatocellular Carcinoma AJCC v8|Stage IVB Hepatocellular Carcinoma AJCC v8|Unresectable Cholangiocarcinoma|Unresectable Hepatocellular Carcinoma|Unresectable Intrahepatic Cholangiocarcinoma,Drug: Pevonedistat|Drug: Carboplatin,2019-11-25,2024-08-16,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT00433836,Effect of Valsartan Compared to Enalapril on Sitting Systolic Blood Pressure in Children With High Blood Pressure,"A Multicenter, Randomized, Double-blind, Parallel-group, Evaluation of 12 Weeks of Valsartan Compared to Enalapril on Sitting Systolic Blood Pressure in Children 6 to 17 Years of Age With Hypertension",COMPLETED,Hypertension,Drug: Valsartan|Drug: Valsartan|Drug: Valsartan|Drug: Enalapril|Drug: Enalapril|Drug: Enalapril,2007-02-12,2011-05-19,PHASE3,INTERVENTIONAL,ALL,6 Years,17 Years
NCT04266249,CompassHER2-pCR: Decreasing Chemotherapy for Breast Cancer Patients After Pre-surgery Chemo and Targeted Therapy,(CompassHER2-pCR): Preoperative THP and Postoperative HP in Patients Who Achieve a Pathologic Complete Response,RECRUITING,Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Invasive Breast Carcinoma|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8,Drug: Docetaxel|Drug: Docetaxel,2020-02-12,2024-04-18,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT00736749,Long-Term Follow-Up of Patients Who Have Participated in Children's Oncology Group Studies,Umbrella Long-Term Follow-Up Protocol,RECRUITING,Hematopoietic Cell Transplantation Recipient|Leukemia|Solid Tumor,Procedure: Assessment of Therapy Complications,2008-08-18,2024-04-11,,OBSERVATIONAL,ALL,,
NCT04726241,The Pediatric Acute Leukemia (PedAL) Screening Trial - A Study to Test Bone Marrow and Blood in Children With Leukemia That Has Come Back After Treatment or Is Difficult to Treat - A Leukemia & Lymphoma Society and Children's Oncology Group Study,Pediatric Acute Leukemia (PedAL) Screening Trial - Developing New Therapies for Relapsed Leukemias,RECRUITING,Acute Lymphoblastic Leukemia|Acute Myeloid Leukemia|Acute Myeloid Leukemia Post Cytotoxic Therapy|Juvenile Myelomonocytic Leukemia|Mixed Phenotype Acute Leukemia|Myelodysplastic Syndrome|Myelodysplastic Syndrome Post Cytotoxic Therapy|Myeloid Leukemia Associated With Down Syndrome,Procedure: Biospecimen Collection,2021-01-27,2024-09-23,PHASE1|PHASE2,INTERVENTIONAL,ALL,,22 Years
NCT04504734,Bucillamine in Treatment of Patients With COVID-19,"Multi-Center, Randomized, Double-Blind, Placebo-Controlled Study of Bucillamine in Patients With Mild-Moderate COVID-19",TERMINATED,Covid19,Drug: Bucillamine|Drug: Bucillamine|Drug: Placebo,2020-08-07,2023-07-07,PHASE3,INTERVENTIONAL,ALL,18 Years,80 Years
NCT03698019,A Study to Compare the Administration of Pembrolizumab After Surgery Versus Administration Both Before and After Surgery for High-Risk Melanoma,A Phase II Randomized Study of Adjuvant Versus NeoAdjuvant Pembrolizumab (MK-3475) for Clinically Detectable Stage III-IV High-Risk Melanoma,ACTIVE_NOT_RECRUITING,Acral Lentiginous Melanoma|Clinical Stage III Cutaneous Melanoma AJCC v8|Clinical Stage IV Cutaneous Melanoma AJCC v8|Mucosal Melanoma,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2018-10-05,2024-08-16,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT03371719,BIOMARKER TRIAL of APALUTAMIDE and RADIATION for RECURRENT PROSTATE CANCER,"A Phase II, Double-Blinded, Placebo Controlled Randomized Trial of Salvage Radiotherapy With or Without Enhanced Anti-androgen Therapy With Apalutamide in Recurrent Prostate Cancer",ACTIVE_NOT_RECRUITING,PSA Progression|Stage III Prostate Adenocarcinoma|Stage IV Prostate Adenocarcinoma,Radiation: External Beam Radiation Therapy|Drug: Apalutamide,2017-12-13,2024-03-06,PHASE2,INTERVENTIONAL,MALE,18 Years,
NCT00904241,Biomarkers in Tumor Tissue Samples From Patients With Newly Diagnosed Neuroblastoma or Ganglioneuroblastoma,Neuroblastoma Biology Studies,RECRUITING,Ganglioneuroblastoma|Localized Resectable Neuroblastoma|Localized Unresectable Neuroblastoma|Regional Neuroblastoma|Stage 4 Neuroblastoma|Stage 4S Neuroblastoma,Other: Cytology Specimen Collection Procedure,2009-05-19,2024-04-16,,OBSERVATIONAL,ALL,,30 Years
NCT05439941,A Long-Term Extension Trial in Participants With Atopic Dermatitis Who Participated in Previous EDP1815 Trials,A Long-Term Extension Trial in Participants With Atopic Dermatitis Who Participated in Previous Phase 2 And 3 EDP1815 Trials,TERMINATED,Atopic Dermatitis,Drug: EDP1815|Drug: EDP1815|Drug: EDP1815,2022-06-30,2023-09-07,PHASE2,INTERVENTIONAL,ALL,18 Years,76 Years
NCT04334941,Testing Maintenance Therapy for Small Cell Lung Cancer in Patients With SLFN11 Positive Biomarker,Phase II Randomized Study of Maintenance Atezolizumab Versus Atezolizumab in Combination With Talazoparib in Patients With SLFN11 Positive Extensive Stage Small Cell Lung Cancer (ES-SCLC),ACTIVE_NOT_RECRUITING,Extensive Stage Lung Small Cell Carcinoma,Drug: Atezolizumab|Drug: Atezolizumab,2020-04-06,2024-08-16,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT00523549,The Effects of Systolic Blood Pressure Lowering on Diastolic Function Using Valsartan + Amlodipine in Patients With Hypertension and Diastolic Dysfunction,"A Multi-center, Prospective, Randomized, Open-label Study With Blinded Outcome Evaluation to Evaluate the Effects of Systolic Blood Pressure Lowering to Different Targets (Less Than 130 mmHg vs. Less Than 140 mmHg) on Diastolic Function Using Valsartan + Amlodipine in Patients With Hypertension and Diastolic Dysfunction",COMPLETED,Hypertension|Diastolic Dysfunction,Drug: valsartan|Drug: valsartan,2007-08-31,2012-04-23,PHASE4,INTERVENTIONAL,ALL,45 Years,
NCT02834013,Nivolumab and Ipilimumab in Treating Patients With Rare Tumors,DART: Dual Anti-CTLA-4 and Anti-PD-1 Blockade in Rare Tumors,ACTIVE_NOT_RECRUITING,"Acinar Cell Carcinoma|Adenoid Cystic Carcinoma|Adrenal Cortical Carcinoma|Adrenal Gland Pheochromocytoma|Anal Canal Neuroendocrine Carcinoma|Anal Canal Undifferentiated Carcinoma|Angiosarcoma|Apocrine Neoplasm|Appendix Mucinous Adenocarcinoma|Bartholin Gland Transitional Cell Carcinoma|Basal Cell Carcinoma|Bladder Adenocarcinoma|Breast Metaplastic Carcinoma|Cervical Adenocarcinoma|Cholangiocarcinoma|Chordoma|Colorectal Squamous Cell Carcinoma|Desmoid Fibromatosis|Endometrial Transitional Cell Carcinoma|Endometrioid Adenocarcinoma|Esophageal Neuroendocrine Carcinoma|Esophageal Undifferentiated Carcinoma|Extrahepatic Bile Duct Carcinoma|Extramammary Paget Disease|Fallopian Tube Adenocarcinoma|Fallopian Tube Transitional Cell Carcinoma|Fibromyxoid Tumor|Gallbladder Carcinoma|Gastric Neuroendocrine Carcinoma|Gastric Squamous Cell Carcinoma|Gastric Undifferentiated Carcinoma|Gastrointestinal Stromal Tumor|Gestational Trophoblastic Tumor|Giant Cell Carcinoma|Human Papillomavirus-Independent Cervical Adenocarcinoma, Clear Cell-Type|Intestinal Neuroendocrine Carcinoma|Intrahepatic Cholangiocarcinoma|Lung Neuroendocrine Tumor|Lung Sarcomatoid Carcinoma|Major Salivary Gland Carcinoma|Malignant Odontogenic Neoplasm|Malignant Peripheral Nerve Sheath Tumor|Malignant Solid Neoplasm|Malignant Testicular Sex Cord-Stromal Tumor|Metastatic Malignant Neoplasm of Unknown Primary|Metastatic Pituitary Neuroendocrine Tumor|Minimally Invasive Lung Adenocarcinoma|Mixed Mesodermal (Mullerian) Tumor|Mucinous Adenocarcinoma|Mucinous Cystadenocarcinoma|Nasal Cavity Adenocarcinoma|Nasal Cavity Carcinoma|Nasopharyngeal Carcinoma|Nasopharyngeal Low Grade Papillary Adenocarcinoma|Nasopharyngeal Undifferentiated Carcinoma|Oral Cavity Carcinoma|Oropharyngeal Undifferentiated Carcinoma|Ovarian Adenocarcinoma|Ovarian Germ Cell Tumor|Ovarian Mucinous Adenocarcinoma|Ovarian Squamous Cell Carcinoma|Ovarian Transitional Cell Carcinoma|Pancreatic Acinar Cell Carcinoma|Pancreatic Neuroendocrine Carcinoma|Paraganglioma|Paranasal Sinus Adenocarcinoma|Paranasal Sinus Carcinoma|Parathyroid Gland Carcinoma|PEComa|Penile Squamous Cell Carcinoma|Peritoneal Mesothelial Neoplasm|Placental Choriocarcinoma|Primary Peritoneal High Grade Serous Adenocarcinoma|Pseudomyxoma Peritonei|Rare Disorder|Scrotal Squamous Cell Carcinoma|Seminal Vesicle Adenocarcinoma|Seminoma|Serous Cystadenocarcinoma|Small Intestinal Adenocarcinoma|Small Intestinal Squamous Cell Carcinoma|Spindle Cell Neoplasm|Teratoma With Somatic-Type Malignancy|Testicular Non-Seminomatous Germ Cell Tumor|Thyroid Gland Carcinoma|Tracheal Carcinoma|Transitional Cell Carcinoma|Ureter Adenocarcinoma|Ureter Squamous Cell Carcinoma|Urethral Adenocarcinoma|Urethral Squamous Cell Carcinoma|Vaginal Adenocarcinoma|Vaginal Squamous Cell Carcinoma, Not Otherwise Specified|Vulvar Carcinoma",Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2016-07-15,2024-09-26,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT04484818,"Testing the Addition of Darolutamide to Hormonal Therapy (Androgen Deprivation Therapy [ADT]) After Surgery for Men With High-Risk Prostate Cancer, The ERADICATE Study",A Phase III Double Blinded Study of Early Intervention After RADICAl ProstaTEctomy With Androgen Deprivation Therapy With or Without Darolutamide vs. Placebo in Men at Highest Risk of Prostate Cancer Metastasis by Genomic Stratification (ERADICATE),ACTIVE_NOT_RECRUITING,Prostate Carcinoma,Drug: Goserelin Acetate|Drug: Darolutamide,2020-07-24,2024-07-03,PHASE3,INTERVENTIONAL,MALE,18 Years,
NCT02048813,"Ibrutinib and Rituximab Compared With Fludarabine Phosphate, Cyclophosphamide, and Rituximab in Treating Patients With Untreated Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma","A Randomized Phase III Study of Ibrutinib (PCI-32765)-Based Therapy vs Standard Fludarabine, Cyclophosphamide, and Rituximab (FCR) Chemoimmunotherapy in Untreated Younger Patients With Chronic Lymphocytic Leukemia (CLL)",ACTIVE_NOT_RECRUITING,Anemia|Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,Drug: Ibrutinib|Drug: Cyclophosphamide,2014-01-29,2024-09-26,PHASE3,INTERVENTIONAL,ALL,18 Years,70 Years
NCT02177318,Tiotropium in the Treatment of the Patients With Chronic Obstructive Pulmonary Disease,Drug Use Results Survey of Tiotropium Bromide,COMPLETED,"Pulmonary Disease, Chronic Obstructive",Drug: Spiriva (tiotropium bromide) inhalation capsules,2014-06-27,2014-06-27,,OBSERVATIONAL,ALL,,
NCT01013649,Gemcitabine Hydrochloride With or Without Erlotinib Hydrochloride Followed by the Same Chemotherapy Regimen With or Without Radiation Therapy and Capecitabine or Fluorouracil in Treating Patients With Pancreatic Cancer That Has Been Removed by Surgery,A Phase II-R and a Phase III Trial Evaluating Both Erlotinib (Ph II-R) and Chemoradiation (Ph III) as Adjuvant Treatment for Patients With Resected Head of Pancreas Adenocarcinoma,ACTIVE_NOT_RECRUITING,Pancreatic Adenocarcinoma|Pancreatic Ductal Adenocarcinoma|Pancreatic Intraductal Papillary-Mucinous Neoplasm|Stage I Pancreatic Cancer AJCC v6 and v7|Stage II Pancreatic Cancer AJCC v6 and v7,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Radiation: 3-Dimensional Conformal Radiation Therapy,2009-11-16,2024-05-17,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT06112613,Mobile Health for Adherence in Breast Cancer Patients,Improving Medication Adherence in Metastatic Breast Cancer Using a Connected Customized Treatment Platform (CONCURxP),RECRUITING,Anatomic Stage IV Breast Cancer AJCC v8|Breast Carcinoma|HER2-Negative Breast Carcinoma|Hormone Receptor-Positive Breast Carcinoma,Other: Electronic Health Record Review|Other: Electronic Health Record Review|Other: Interview,2023-11-01,2024-08-12,NA,INTERVENTIONAL,ALL,18 Years,
NCT01841736,Pazopanib Hydrochloride in Treating Patients With Progressive Carcinoid Tumors,Prospective Randomized Phase II Trial of Pazopanib (NSC #737754) Versus Placebo in Patients With Progressive Carcinoid Tumors,ACTIVE_NOT_RECRUITING,Foregut Neuroendocrine Tumor|Hindgut Neuroendocrine Tumor|Metastatic Digestive System Neuroendocrine Tumor G1|Metastatic Neuroendocrine Tumor|Midgut Neuroendocrine Tumor G1|Neuroendocrine Tumor G2|Recurrent Digestive System Neuroendocrine Tumor G1|Regional Digestive System Neuroendocrine Tumor G1,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2013-04-26,2024-09-19,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT03244384,Testing MK-3475 (Pembrolizumab) After Surgery for Localized Muscle-Invasive Bladder Cancer and Locally Advanced Urothelial Cancer,Phase III Randomized Adjuvant Study of Pembrolizumab in Muscle Invasive and Locally Advanced Urothelial Carcinoma (AMBASSADOR) Versus Observation,ACTIVE_NOT_RECRUITING,Localized Renal Pelvis and Ureter Urothelial Carcinoma|Locally Advanced Bladder Urothelial Carcinoma|Locally Advanced Renal Pelvis and Ureter Urothelial Carcinoma|Locally Advanced Ureter Urothelial Carcinoma|Locally Advanced Urothelial Carcinoma|Stage II Bladder Urothelial Carcinoma AJCC v6 and v7|Stage II Renal Pelvis and Ureter Cancer AJCC v7|Stage II Ureter Cancer AJCC v7|Stage III Bladder Urothelial Carcinoma AJCC v6 and v7|Stage III Renal Pelvis and Ureter Cancer AJCC v7|Stage III Ureter Cancer AJCC v7,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2017-08-09,2024-09-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04916002,A Trial To Find Out If Vidutolimod Together With Cemiplimab Is Safe And If It Works In Adult Participants With Advanced Cancer Or Metastatic Cancer,"A Multicenter, Open-label, Phase 2 Study of Intratumoral Vidutolimod (CMP-001) in Combination With Intravenous Cemiplimab in Subjects With Selected Types of Advanced or Metastatic Cancer",ACTIVE_NOT_RECRUITING,Merkel Cell Carcinoma|Cutaneous Squamous Cell Carcinoma|Basal Cell Carcinoma|Triple Negative Breast Cancer|Non-Small Cell Lung Cancer|Oropharynx Squamous Cell Carcinoma,Drug: vidutolimod|Drug: vidutolimod|Drug: vidutolimod|Drug: vidutolimod|Drug: vidutolimod|Drug: vidutolimod|Drug: vidutolimod|Drug: vidutolimod|Drug: vidutolimod,2021-06-07,2024-08-13,PHASE2,INTERVENTIONAL,ALL,18 Years,
